serial,metro,ownershp,taxincl,rent,hhincome,sex,age,birthqtr,marst,hispan,racamind,racasian,racblk,racwht,empstat,labforce,ftotinc,incwelfr,uhrswork,weight1
297397,3,1,2,0,20500,2,17,2,6,0,1,1,2,1,3,1,20500,0,0,0.5
297397,3,1,2,0,20500,1,13,4,6,0,1,1,2,1,0,0,20500,99999,0,0.5
297397,3,1,2,0,20500,2,10,2,6,0,1,1,2,1,0,0,20500,99999,0,0.5
297397,3,1,2,0,20500,1,7,1,6,0,1,1,2,1,0,0,20500,99999,0,0.5
297400,0,1,0,0,0,2,59,2,4,0,1,1,1,2,3,1,0,0,0,0.5
297401,3,1,1,0,47000,1,69,2,1,0,1,1,1,2,3,1,47000,0,0,0.5
297401,3,1,1,0,47000,2,61,3,1,0,1,1,1,2,3,1,47000,0,0,0.5
297402,3,2,0,640,22100,1,64,2,4,0,1,1,2,1,3,1,22100,0,0,0.5
297403,0,2,0,200,3960,1,65,3,4,0,1,1,1,2,3,1,3960,0,0,0.5
297406,0,1,2,0,41200,1,21,1,1,0,1,1,1,2,1,2,41200,0,40,0.5
297406,0,1,2,0,41200,2,19,4,1,0,1,1,1,2,1,2,41200,0,8,0.5
297407,0,1,0,0,31700,2,71,4,1,2,1,1,1,2,3,1,31700,0,0,0.5
297407,0,1,0,0,31700,1,80,3,1,2,1,1,1,2,3,1,31700,0,0,0.5
297408,0,1,0,0,72000,2,81,2,5,0,1,1,1,2,3,1,72000,0,0,0.5
297409,0,1,0,0,9700,2,92,4,5,0,1,1,1,2,3,1,9700,0,0,0.5
297410,4,2,0,500,43600,1,74,1,4,0,1,1,2,1,3,1,43600,0,0,0.5
297410,4,2,0,500,43600,2,40,2,3,0,1,1,2,1,1,2,43600,0,35,0.5
297410,4,2,0,500,43600,1,14,1,6,0,1,1,2,1,0,0,43600,99999,0,0.5
297410,4,2,0,500,43600,2,7,3,6,0,1,1,2,1,0,0,43600,99999,0,0.5
297413,3,1,2,0,52000,2,39,3,6,0,1,1,1,2,1,2,52000,0,40,0.5
297418,0,2,0,150,9200,2,57,2,6,0,1,1,2,1,3,1,9200,0,0,0.5
297419,0,1,0,0,69200,1,63,4,5,0,1,1,1,2,1,2,69200,0,60,0.5
297419,0,1,0,0,69200,1,35,2,6,0,1,1,1,2,2,2,69200,0,20,0.5
297420,2,2,0,2000,84200,1,57,3,6,0,1,1,2,1,1,2,60000,0,60,0.5
297420,2,2,0,2000,84200,2,56,3,4,0,1,1,2,1,1,2,60000,0,24,0.5
297420,2,2,0,2000,84200,1,24,1,6,0,1,1,2,1,3,1,60000,0,0,0.5
297421,3,1,2,0,70000,1,35,4,1,0,1,1,2,1,1,2,70000,0,30,0.5
297421,3,1,2,0,70000,2,29,2,1,0,1,1,2,1,1,2,70000,0,40,0.5
297422,3,1,0,0,16900,2,70,4,4,0,1,1,1,2,3,1,16900,0,0,0.5
297422,3,1,0,0,16900,2,7,3,6,0,2,1,2,2,0,0,16900,99999,0,0.5
297422,3,1,0,0,16900,2,0,3,6,0,1,1,1,1,0,0,16900,99999,0,0.5
297423,0,1,0,0,8000,1,50,1,4,0,1,1,1,2,1,2,8000,0,20,0.5
297424,4,1,0,0,20550,1,83,1,5,0,1,1,1,2,3,1,20550,0,0,0.5
297428,0,1,1,0,38250,2,49,2,6,0,1,1,1,2,1,2,38250,0,40,0.5
297432,4,1,2,0,29500,2,64,1,4,0,1,1,2,1,1,2,29500,0,24,0.5
297433,2,1,2,0,67000,1,29,3,6,0,1,1,2,1,1,2,67000,0,40,0.5
297434,1,1,0,0,114600,1,28,3,6,0,1,1,2,1,1,2,20000,0,48,0.5
297436,3,2,0,1300,0,1,55,4,1,0,1,2,1,1,3,1,0,0,0,0.5
297436,3,2,0,1300,0,2,40,3,1,0,1,2,1,1,3,1,0,0,0,0.5
297436,3,2,0,1300,0,1,9,3,6,0,1,2,1,1,0,0,0,99999,0,0.5
297436,3,2,0,1300,0,2,6,2,6,0,1,2,1,1,0,0,0,99999,0,0.5
297437,0,1,0,0,34900,2,77,4,5,0,1,1,1,2,3,1,34900,0,0,0.5
297438,0,1,0,0,10000,2,78,4,5,0,1,1,1,2,3,1,10000,0,0,0.5
297440,0,1,0,0,8800,2,71,3,4,0,1,1,2,1,3,1,8800,0,0,0.5
297441,3,2,0,490,28900,2,63,4,4,4,1,1,2,1,1,2,28900,0,80,0.5
297441,3,2,0,490,28900,1,22,1,6,4,1,1,2,1,3,1,28900,0,0,0.5
297443,0,2,0,590,22000,1,33,2,1,2,1,1,1,1,1,2,22000,0,46,0.5
297443,0,2,0,590,22000,2,32,1,1,0,1,1,2,1,3,1,22000,0,0,0.5
297443,0,2,0,590,22000,1,3,2,6,2,1,1,1,1,0,0,22000,99999,0,0.5
297444,3,1,0,0,25000,1,46,3,1,1,1,1,1,2,1,2,25000,0,36,0.5
297444,3,1,0,0,25000,2,42,3,1,1,1,1,1,2,3,1,25000,0,0,0.5
297444,3,1,0,0,25000,2,16,2,6,1,1,1,1,2,3,1,25000,0,0,0.5
297444,3,1,0,0,25000,1,9,1,6,1,1,1,1,2,0,0,25000,99999,0,0.5
297446,3,1,0,0,42000,2,92,4,5,0,1,1,1,2,3,1,42000,0,0,0.5
297448,3,2,0,860,33200,1,24,2,6,0,1,1,2,1,1,2,33200,0,40,0.5
297449,4,2,0,1100,34100,1,20,2,6,0,1,1,1,2,3,1,3100,0,40,0.5
297449,4,2,0,1100,34100,1,20,2,6,4,1,1,1,2,1,2,31000,0,40,0.5
297450,3,1,2,0,20000,1,48,2,4,0,1,1,1,2,3,1,20000,0,0,0.5
297453,1,1,1,0,11200,1,65,2,4,0,1,1,1,2,3,1,11200,0,0,0.5
297454,0,1,2,0,31500,1,58,2,1,0,1,1,2,1,3,1,31500,0,0,0.5
297454,0,1,2,0,31500,2,57,2,1,0,1,1,2,1,3,1,31500,0,0,0.5
297454,0,1,2,0,31500,2,8,3,6,0,1,1,2,1,0,0,31500,99999,0,0.5
297455,4,1,0,0,58550,2,65,2,1,0,1,1,1,2,3,1,58550,0,0,0.5
297455,4,1,0,0,58550,1,65,3,1,0,1,1,1,2,1,2,58550,0,12,0.5
297456,4,2,0,1500,12400,1,23,1,6,0,1,1,2,1,1,2,1400,0,23,0.5
297456,4,2,0,1500,12400,1,24,4,6,0,1,1,1,2,1,2,11000,0,25,0.5
297456,4,2,0,1500,12400,1,20,1,6,0,1,1,2,1,3,1,0,0,0,0.5
297457,2,2,0,310,14900,2,66,4,4,0,1,1,2,1,3,1,14900,0,0,0.5
297459,0,1,0,0,36200,1,46,3,6,0,1,1,1,2,1,2,36200,0,40,0.5
297461,3,1,2,0,35400,2,66,2,4,0,1,1,2,1,3,1,35400,0,0,0.5
297462,0,2,0,300,60000,2,24,3,6,0,1,1,2,1,2,2,20000,0,40,0.5
297462,0,2,0,300,60000,1,24,3,6,0,1,1,2,1,1,2,20000,0,40,0.5
297462,0,2,0,300,60000,1,0,2,6,0,1,1,2,1,0,0,20000,99999,0,0.5
297464,3,1,2,0,40000,2,42,4,6,0,1,1,2,1,1,2,40000,0,40,0.5
297465,4,1,2,0,72600,1,68,3,5,0,1,1,1,2,3,1,39400,0,0,0.5
297465,4,1,2,0,72600,2,57,4,5,0,1,1,1,2,1,2,39400,0,36,0.5
297467,4,1,2,0,72000,1,39,2,1,0,1,1,1,2,1,2,72000,0,85,0.5
297467,4,1,2,0,72000,2,32,2,1,0,1,1,1,2,3,1,72000,0,0,0.5
297467,4,1,2,0,72000,2,4,1,6,0,1,1,1,2,0,0,72000,99999,0,0.5
297467,4,1,2,0,72000,2,2,1,6,0,1,1,1,2,0,0,72000,99999,0,0.5
297468,4,2,0,650,45000,2,27,3,6,0,1,1,2,1,1,2,45000,0,40,0.5
297468,4,2,0,650,45000,2,7,3,6,0,1,1,2,1,0,0,45000,99999,0,0.5
297468,4,2,0,650,45000,1,4,2,6,0,1,1,2,1,0,0,45000,99999,0,0.5
297469,3,2,0,600,38000,2,31,2,6,0,1,1,2,1,1,2,38000,0,40,0.5
297470,0,1,0,0,61000,1,73,1,1,0,1,1,1,2,3,1,61000,0,0,0.5
297470,0,1,0,0,61000,2,72,1,1,0,1,1,1,2,3,1,61000,0,0,0.5
297470,0,1,0,0,61000,1,48,1,6,0,1,1,1,2,3,1,61000,0,0,0.5
297471,0,2,0,0,0,1,52,3,2,0,1,1,1,2,3,1,0,0,0,0.5
297473,0,1,2,0,30000,1,26,1,6,0,1,1,1,2,1,2,30000,0,48,0.5
297474,4,2,0,400,14600,2,52,1,6,0,1,1,2,1,1,2,14600,0,20,0.5
297474,4,2,0,400,14600,1,28,3,6,0,1,1,2,1,3,1,14600,0,0,0.5
297475,0,1,1,0,72000,1,32,2,1,0,1,1,1,2,1,2,72000,0,50,0.5
297475,0,1,1,0,72000,2,32,2,1,0,1,1,1,2,1,2,72000,0,40,0.5
297475,0,1,1,0,72000,2,8,3,6,0,1,1,1,2,0,0,72000,99999,0,0.5
297475,0,1,1,0,72000,2,5,2,6,0,1,1,1,2,0,0,72000,99999,0,0.5
297476,0,2,0,200,8400,1,63,4,4,0,1,1,2,1,3,1,8400,0,0,0.5
297477,0,1,1,0,42200,2,68,4,1,0,1,1,1,2,3,1,42200,0,0,0.5
297477,0,1,1,0,42200,1,69,4,1,0,1,1,1,2,3,1,42200,0,0,0.5
297480,4,1,0,0,14280,2,81,2,5,0,1,1,1,1,3,1,14280,0,0,0.5
297480,4,1,0,0,14280,2,60,3,4,0,1,1,1,1,1,2,14280,0,6,0.5
297480,4,1,0,0,14280,1,22,4,6,0,1,1,1,1,3,1,14280,0,0,0.5
297481,4,2,0,750,1300,1,92,2,4,0,1,1,1,2,3,1,1300,0,0,0.5
297482,4,1,0,0,2900,2,81,2,5,0,1,1,1,2,3,1,2900,0,0,0.5
297483,0,1,0,0,1200,2,77,1,4,0,1,1,1,2,3,1,1200,0,0,0.5
297484,4,2,0,930,50800,2,67,3,4,0,1,1,1,2,1,2,50800,0,40,0.5
297486,4,2,0,750,45300,1,70,3,4,0,1,1,2,1,3,1,33300,0,0,0.5
297486,4,2,0,750,45300,2,51,3,4,0,1,1,2,1,1,2,33300,0,37,0.5
297486,4,2,0,750,45300,1,23,4,6,0,1,1,2,1,3,1,33300,0,0,0.5
297487,0,1,2,0,72910,2,42,4,1,0,1,1,1,2,1,2,72910,0,40,0.5
297487,0,1,2,0,72910,1,75,4,1,0,1,1,1,2,1,2,72910,0,40,0.5
297488,0,2,0,3600,72400,1,56,3,1,0,1,1,1,2,1,2,72400,0,40,0.5
297488,0,2,0,3600,72400,2,56,1,1,0,1,1,1,2,1,2,72400,0,38,0.5
297489,3,1,1,0,65300,1,71,2,1,0,1,1,1,2,2,2,65300,0,0,0.5
297489,3,1,1,0,65300,2,74,4,1,4,1,1,1,2,3,1,65300,0,0,0.5
297492,0,2,0,830,36000,1,32,3,6,0,1,1,1,2,1,2,36000,0,40,0.5
297493,4,2,0,570,29000,2,28,4,6,0,1,1,1,2,1,2,29000,0,40,0.5
297494,3,2,0,770,21100,2,61,4,3,0,1,1,2,1,3,1,21100,0,25,0.5
297499,3,2,0,1300,68000,1,36,1,6,0,1,2,1,1,1,2,68000,0,40,0.5
297503,0,2,0,400,31160,2,55,2,5,0,1,1,1,2,1,2,31160,0,32,0.5
297503,0,2,0,400,31160,2,26,1,6,0,1,1,1,2,3,1,31160,0,15,0.5
297504,2,2,0,300,24000,2,31,4,6,0,1,1,2,1,3,1,24000,0,40,0.5
297504,2,2,0,300,24000,2,6,1,6,0,1,1,2,1,0,0,24000,99999,0,0.5
297505,3,2,0,1200,30000,1,38,2,6,0,1,1,2,1,1,2,30000,0,40,0.5
297506,3,1,0,0,67000,2,79,3,5,0,1,1,1,2,3,1,67000,0,0,0.5
297507,0,2,0,550,30800,2,35,2,4,0,1,1,1,2,1,2,17500,0,40,0.5
297507,0,2,0,550,30800,2,16,2,6,0,1,1,1,2,3,1,17500,0,0,0.5
297507,0,2,0,550,30800,1,9,2,6,0,1,1,1,2,0,0,17500,99999,0,0.5
297507,0,2,0,550,30800,1,64,1,4,0,1,1,1,2,1,2,13300,0,20,0.5
297509,3,1,0,0,12000,1,77,4,4,0,1,1,1,2,3,1,12000,0,0,0.5
297509,3,1,0,0,12000,2,61,3,5,0,1,1,1,2,3,1,0,0,0,0.5
297510,3,1,0,0,38700,1,52,4,1,1,1,1,1,1,3,1,38700,0,0,0.5
297510,3,1,0,0,38700,2,50,4,1,1,1,1,1,1,1,2,38700,0,50,0.5
297510,3,1,0,0,38700,2,20,4,6,1,1,1,1,2,1,2,38700,0,12,0.5
297512,4,2,0,730,23500,1,26,2,6,0,1,1,1,2,1,2,23500,0,50,0.5
297513,0,1,2,0,68100,2,75,1,1,0,2,1,1,2,3,1,68100,0,0,0.5
297513,0,1,2,0,68100,1,75,1,1,0,1,1,1,2,3,1,68100,0,0,0.5
297515,4,2,0,1700,35000,1,21,3,6,0,1,1,1,2,3,1,0,0,0,0.5
297515,4,2,0,1700,35000,1,29,4,6,3,1,1,1,1,2,2,19000,0,40,0.5
297515,4,2,0,1700,35000,1,22,4,6,3,1,1,1,2,1,2,16000,0,30,0.5
297516,4,2,0,430,20800,2,71,3,5,0,1,1,1,2,3,1,20800,0,0,0.5
297517,0,2,0,1000,13200,1,40,3,4,0,1,1,1,2,1,2,1200,0,30,0.5
297517,0,2,0,1000,13200,2,37,3,4,0,1,1,1,2,1,2,1200,0,24,0.5
297517,0,2,0,1000,13200,2,8,3,6,0,1,1,1,2,0,0,1200,99999,0,0.5
297520,0,2,0,530,61100,2,63,2,4,0,1,1,1,2,1,2,61100,0,40,0.5
297521,3,1,2,0,45300,2,59,1,1,0,1,1,2,1,1,2,45300,0,40,0.5
297521,3,1,2,0,45300,1,58,3,1,0,1,1,2,1,1,2,45300,0,90,0.5
297522,3,2,0,1900,112000,1,34,2,4,0,1,1,1,2,1,2,60000,0,40,0.5
297522,3,2,0,1900,112000,2,25,2,6,0,1,2,1,2,1,2,60000,0,50,0.5
297525,1,2,0,300,9400,2,58,2,4,0,1,1,2,1,3,1,9400,0,0,0.5
297526,1,1,2,0,62500,2,33,2,1,0,1,1,1,2,1,2,62500,0,40,0.5
297526,1,1,2,0,62500,1,34,2,1,0,1,1,1,2,1,2,62500,0,40,0.5
297526,1,1,2,0,62500,1,13,1,6,0,1,1,1,2,0,0,62500,99999,0,0.5
297526,1,1,2,0,62500,2,10,3,6,0,1,1,1,2,0,0,62500,99999,0,0.5
297527,1,1,0,0,58100,1,80,4,1,0,1,1,1,2,3,1,58100,0,0,0.5
297527,1,1,0,0,58100,2,78,4,1,0,1,1,1,2,3,1,58100,0,0,0.5
297529,0,2,0,450,21000,2,35,4,4,0,1,1,1,2,2,2,1000,0,38,0.5
297529,0,2,0,450,21000,1,51,1,4,0,1,1,1,2,1,2,20000,0,40,0.5
297530,3,1,2,0,10700,2,53,2,5,0,1,1,2,1,3,1,10700,0,0,0.5
297530,3,1,2,0,10700,2,34,4,6,0,1,1,2,1,3,1,10700,0,0,0.5
297530,3,1,2,0,10700,1,33,3,6,0,1,1,2,1,3,1,10700,0,0,0.5
297530,3,1,2,0,10700,1,31,4,6,0,1,1,2,1,1,2,10700,0,12,0.5
297530,3,1,2,0,10700,2,19,2,6,0,1,1,2,1,3,1,10700,0,0,0.5
297531,4,2,0,1000,54000,1,26,3,1,0,1,1,1,2,1,2,54000,0,40,0.5
297531,4,2,0,1000,54000,2,29,1,1,0,1,1,1,2,1,2,54000,0,40,0.5
297532,0,2,0,0,12000,1,50,3,3,0,1,1,1,2,3,1,12000,0,0,0.5
297533,0,1,0,0,6000,2,58,4,4,0,2,1,1,2,2,2,6000,0,0,0.5
297534,4,1,0,0,19000,1,87,1,5,0,1,1,1,2,1,2,19000,0,30,0.5
297535,3,1,2,0,0,2,81,1,5,0,1,1,1,2,3,1,0,0,0,0.5
297538,3,2,0,800,75000,1,36,2,6,0,1,1,2,1,1,2,75000,0,60,0.5
297540,0,2,0,1100,10000,2,32,1,6,0,1,1,2,1,2,2,10000,0,0,0.5
297540,0,2,0,1100,10000,1,12,3,6,0,1,1,2,1,0,0,10000,99999,0,0.5
297540,0,2,0,1100,10000,1,6,4,6,0,1,1,2,1,0,0,10000,99999,0,0.5
297541,4,1,2,0,62500,2,68,3,5,0,1,1,1,2,3,1,62500,0,0,0.5
297541,4,1,2,0,62500,2,38,4,6,0,1,1,1,2,1,2,62500,0,40,0.5
297542,0,2,0,650,50000,1,46,1,4,3,1,1,1,2,1,2,50000,0,50,0.5
297543,0,1,0,0,12600,1,77,1,4,0,2,1,1,2,3,1,12600,0,0,0.5
297544,3,2,0,1200,40820,1,45,3,1,0,1,2,1,1,1,2,40820,0,57,0.5
297544,3,2,0,1200,40820,2,61,1,1,0,1,2,1,1,3,1,40820,0,0,0.5
297544,3,2,0,1200,40820,1,16,4,6,0,1,2,1,1,3,1,40820,0,0,0.5
297544,3,2,0,1200,40820,1,23,4,6,0,1,2,1,1,3,1,40820,0,0,0.5
297544,3,2,0,1200,40820,1,23,4,6,0,1,2,1,1,3,1,40820,0,0,0.5
297545,0,1,0,0,57000,2,49,2,1,0,1,1,1,2,1,2,57000,0,40,0.5
297545,0,1,0,0,57000,1,56,1,1,0,1,1,1,2,1,2,57000,0,40,0.5
297547,3,1,0,0,40000,1,56,1,4,0,1,1,1,2,1,2,40000,0,40,0.5
297547,3,1,0,0,40000,1,14,1,6,0,1,1,1,2,0,0,40000,99999,0,0.5
297548,4,2,0,350,520,2,29,2,6,0,1,1,2,1,1,2,520,0,25,0.5
297548,4,2,0,350,520,1,5,4,6,0,1,1,2,1,0,0,520,99999,0,0.5
297548,4,2,0,350,520,1,2,1,6,0,1,1,2,1,0,0,520,99999,0,0.5
297551,4,2,0,630,20000,2,72,3,4,0,1,1,2,1,3,1,20000,0,0,0.5
297553,1,2,0,0,17300,2,81,1,5,0,1,1,1,2,3,1,17300,0,0,0.5
297553,1,2,0,0,17300,2,59,4,1,0,1,1,1,2,1,2,17300,0,16,0.5
297553,1,2,0,0,17300,1,64,3,1,0,1,1,1,2,3,1,17300,0,0,0.5
297554,4,2,0,400,19200,1,67,3,1,0,1,1,2,1,3,1,19200,0,0,0.5
297554,4,2,0,400,19200,2,67,1,1,0,1,1,2,1,3,1,19200,0,0,0.5
297555,1,1,0,0,17200,1,80,4,4,0,1,1,1,2,3,1,17200,0,0,0.5
297557,3,1,0,0,16100,2,68,4,1,0,1,1,1,2,3,1,16100,0,0,0.5
297557,3,1,0,0,16100,1,71,4,1,0,1,1,1,2,3,1,16100,0,0,0.5
297558,2,2,0,1400,26000,1,33,4,6,4,1,2,1,1,1,2,26000,0,36,0.5
297561,3,2,0,1200,62800,2,66,3,5,0,1,1,2,1,3,1,62800,0,0,0.5
297561,3,2,0,1200,62800,1,42,2,6,0,1,1,2,1,1,2,62800,0,38,0.5
297561,3,2,0,1200,62800,1,67,2,2,0,1,1,2,1,3,1,62800,0,0,0.5
297562,0,1,1,0,62000,2,71,2,4,0,1,1,2,1,1,2,62000,0,40,0.5
297563,0,1,0,0,15800,2,82,3,4,0,1,1,1,2,3,1,15800,0,0,0.5
297566,4,2,0,350,87300,1,68,1,4,0,1,1,2,2,1,2,40000,0,18,0.5
297566,4,2,0,350,87300,2,69,4,6,0,1,1,2,1,3,1,4300,0,0,0.5
297566,4,2,0,350,87300,1,68,1,4,0,1,1,2,1,1,2,43000,0,50,0.5
297567,0,2,0,750,68000,1,43,3,1,0,1,1,2,1,1,2,68000,0,45,0.5
297567,0,2,0,750,68000,2,40,4,1,0,1,1,2,1,1,2,68000,0,40,0.5
297567,0,2,0,750,68000,1,21,2,6,0,1,1,2,1,1,2,68000,0,35,0.5
297567,0,2,0,750,68000,2,16,3,6,0,1,1,2,1,2,2,68000,0,0,0.5
297567,0,2,0,750,68000,2,16,3,6,0,1,1,2,1,3,1,68000,0,0,0.5
297567,0,2,0,750,68000,1,13,4,6,0,1,1,2,1,0,0,68000,99999,0,0.5
297570,3,1,2,0,55000,1,34,3,1,0,1,1,1,2,1,2,55000,0,60,0.5
297570,3,1,2,0,55000,2,35,4,1,0,1,1,1,2,3,1,55000,0,0,0.5
297570,3,1,2,0,55000,1,3,2,6,0,1,1,1,2,0,0,55000,99999,0,0.5
297570,3,1,2,0,55000,2,14,1,6,0,1,1,1,2,0,0,55000,99999,0,0.5
297570,3,1,2,0,55000,2,45,3,4,0,1,1,1,2,3,1,0,0,0,0.5
297572,3,2,0,1200,53000,1,34,1,6,0,1,1,2,1,1,2,53000,0,35,0.5
297574,4,1,0,0,22900,2,69,2,6,0,1,1,1,2,3,1,4900,0,0,0.5
297574,4,1,0,0,22900,1,52,1,6,0,1,1,1,2,1,2,18000,0,40,0.5
297578,4,2,0,850,0,1,24,4,6,0,1,1,1,2,3,1,0,0,0,0.5
297578,4,2,0,850,0,1,26,1,6,0,1,1,1,2,3,1,0,0,0,0.5
297579,3,1,2,0,60000,1,36,3,1,0,1,1,2,1,1,2,60000,0,40,0.5
297579,3,1,2,0,60000,2,31,3,1,0,1,1,1,2,3,1,60000,0,0,0.5
297579,3,1,2,0,60000,2,3,2,6,0,1,1,2,1,0,0,60000,99999,0,0.5
297581,4,2,0,960,105000,1,30,1,6,0,1,1,1,2,1,2,60000,0,40,0.5
297581,4,2,0,960,105000,2,24,1,6,0,1,1,1,2,1,2,60000,0,40,0.5
297583,0,2,0,300,0,2,46,2,3,0,1,1,1,2,3,1,0,0,0,0.5
297583,0,2,0,300,0,2,23,4,5,0,1,1,1,2,3,1,0,0,0,0.5
297583,0,2,0,300,0,1,17,2,6,0,1,1,1,2,3,1,0,0,0,0.5
297583,0,2,0,300,0,1,16,4,6,0,1,1,1,2,3,1,0,0,0,0.5
297583,0,2,0,300,0,2,10,1,6,0,1,1,1,2,0,0,0,99999,0,0.5
297583,0,2,0,300,0,2,5,4,6,0,1,1,1,2,0,0,0,99999,0,0.5
297583,0,2,0,300,0,2,2,2,6,0,1,1,1,2,0,0,0,99999,0,0.5
297584,1,1,0,0,42000,1,67,4,1,0,1,1,1,2,3,1,42000,0,0,0.5
297584,1,1,0,0,42000,2,66,1,1,0,1,1,1,2,3,1,42000,0,0,0.5
297584,1,1,0,0,42000,1,0,1,6,0,1,1,1,2,0,0,42000,99999,0,0.5
297585,4,1,2,0,66700,2,63,3,5,0,1,1,1,2,3,1,66700,0,0,0.5
297587,3,1,0,0,62000,2,75,3,5,0,1,1,1,2,3,1,62000,0,0,0.5
297588,4,1,0,0,10900,1,69,4,1,0,1,1,1,2,3,1,10900,0,0,0.5
297588,4,1,0,0,10900,2,61,1,1,0,1,1,1,2,3,1,10900,0,0,0.5
297589,1,1,0,0,37900,2,71,4,1,0,1,1,1,2,3,1,37900,0,0,0.5
297589,1,1,0,0,37900,1,66,4,1,0,1,1,1,2,3,1,37900,0,0,0.5
297589,1,1,0,0,37900,1,61,4,5,0,1,1,1,2,3,1,37900,0,0,0.5
297589,1,1,0,0,37900,1,11,3,6,0,1,1,1,2,0,0,37900,99999,0,0.5
297593,4,2,0,890,11000,1,22,4,6,0,1,1,1,2,1,2,11000,0,20,0.5
297594,4,1,1,0,62000,1,39,4,6,0,1,1,1,2,1,2,62000,0,40,0.5
297596,2,2,0,680,15000,2,54,2,6,0,1,1,2,1,1,2,15000,0,30,0.5
297597,4,1,0,0,50400,2,69,4,1,0,1,1,1,2,1,2,50400,0,50,0.5
297597,4,1,0,0,50400,1,73,2,1,0,1,1,1,2,3,1,50400,0,0,0.5
297600,0,1,0,0,73000,2,52,1,4,0,1,1,1,2,1,2,61000,0,40,0.5
297600,0,1,0,0,73000,1,52,2,4,0,1,1,1,2,1,2,61000,0,40,0.5
297601,4,1,0,0,22000,2,86,4,5,0,1,1,1,2,3,1,22000,0,0,0.5
297602,4,1,1,0,55200,1,76,2,1,0,1,1,1,2,3,1,55200,0,0,0.5
297602,4,1,1,0,55200,2,78,1,1,0,1,1,1,2,3,1,55200,0,0,0.5
297603,4,2,0,650,40100,2,24,1,1,0,1,1,1,2,3,1,40100,0,16,0.5
297603,4,2,0,650,40100,1,23,2,1,0,1,1,1,2,1,2,40100,0,40,0.5
297603,4,2,0,650,40100,1,0,2,6,0,1,1,1,2,0,0,40100,99999,0,0.5
297607,4,1,0,0,40000,2,38,3,6,1,1,1,1,2,1,2,40000,7000,40,0.5
297607,4,1,0,0,40000,1,16,2,6,1,1,1,1,2,3,1,40000,0,0,0.5
297607,4,1,0,0,40000,1,14,4,6,1,1,1,1,2,0,0,40000,99999,0,0.5
297607,4,1,0,0,40000,1,2,2,6,1,1,1,1,2,0,0,40000,99999,0,0.5
297611,0,1,2,0,18700,2,68,3,4,0,1,1,2,1,3,1,18700,0,0,0.5
297611,0,1,2,0,18700,1,36,4,6,0,1,1,2,1,3,1,18700,0,0,0.5
297613,4,1,2,0,26700,2,57,3,6,0,1,1,1,2,1,2,26700,0,40,0.5
297615,4,2,0,1200,176000,2,53,4,4,0,1,1,1,2,1,2,33000,0,60,0.5
297615,4,2,0,1200,176000,2,50,3,4,0,1,1,1,2,1,2,33000,0,55,0.5
297615,4,2,0,1200,176000,1,26,2,6,0,1,1,1,2,1,2,33000,0,40,0.5
297615,4,2,0,1200,176000,1,23,4,6,0,1,1,1,2,1,2,33000,0,50,0.5
297616,3,1,0,0,400,2,60,2,1,0,1,1,2,1,3,1,400,0,0,0.5
297616,3,1,0,0,400,1,56,1,1,0,1,1,2,1,1,2,400,0,40,0.5
297619,4,1,2,0,74000,2,56,1,1,0,1,1,2,1,1,2,74000,0,40,0.5
297619,4,1,2,0,74000,1,63,2,1,0,1,1,2,1,1,2,74000,0,40,0.5
297620,0,2,0,400,13330,1,68,2,4,0,1,1,2,1,3,1,13330,0,0,0.5
297621,4,1,2,0,62000,1,42,2,1,0,1,1,2,1,1,2,62000,0,45,0.5
297621,4,1,2,0,62000,2,44,4,1,0,1,1,2,1,1,2,62000,0,40,0.5
297621,4,1,2,0,62000,2,12,2,6,0,1,1,2,1,0,0,62000,99999,0,0.5
297623,2,1,2,0,25000,1,54,2,6,0,1,1,1,2,1,2,25000,0,45,0.5
297624,0,1,2,0,73200,1,65,4,4,0,1,1,1,2,3,1,13200,0,0,0.5
297624,0,1,2,0,73200,2,55,2,4,0,1,1,1,2,1,2,13200,0,60,0.5
297627,4,1,0,0,60000,1,59,3,4,0,1,1,1,2,1,2,60000,0,40,0.5
297628,3,1,2,0,131900,2,59,1,4,0,1,1,2,1,1,2,30500,0,40,0.5
297628,3,1,2,0,131900,2,24,3,6,0,1,1,2,1,1,2,30500,0,25,0.5
297628,3,1,2,0,131900,1,4,1,6,0,1,1,2,1,0,0,30500,99999,0,0.5
297628,3,1,2,0,131900,2,4,1,6,0,1,1,2,1,0,0,30500,99999,0,0.5
297628,3,1,2,0,131900,1,51,4,4,0,1,1,2,1,1,2,46400,0,50,0.5
297628,3,1,2,0,131900,2,48,2,6,0,1,1,2,1,1,2,55000,0,36,0.5
297631,4,1,2,0,54000,1,65,4,1,0,1,1,1,2,3,1,54000,0,0,0.5
297631,4,1,2,0,54000,2,55,4,1,0,1,1,1,2,3,1,54000,0,0,0.5
297631,4,1,2,0,54000,1,33,3,6,0,1,1,1,2,1,2,54000,0,40,0.5
297636,4,1,0,0,67000,2,62,4,5,0,1,1,1,2,1,2,67000,0,50,0.5
297636,4,1,0,0,67000,1,32,4,6,0,1,1,1,2,1,2,67000,0,50,0.5
297637,3,1,0,0,16800,1,79,3,5,0,1,1,2,1,3,1,16800,0,0,0.5
297638,4,2,0,110,15160,2,63,4,5,0,1,1,2,1,3,1,15160,0,0,0.5
297639,0,2,0,450,35200,2,63,3,1,0,1,1,2,1,3,1,35200,0,0,0.5
