serial,metro,ownershp,taxincl,rent,hhincome,sex,age,birthqtr,marst,hispan,racamind,racasian,racblk,racwht,empstat,labforce,ftotinc,incwelfr,uhrswork,weight1
302647,0,1,0,0,38000,2,67,3,1,0,1,1,1,2,3,1,38000,0,0,0.5
302649,4,1,2,0,72700,1,40,1,1,0,1,1,1,2,1,2,72700,0,40,0.5
302649,4,1,2,0,72700,2,39,4,1,0,1,1,1,2,1,2,72700,0,37,0.5
302649,4,1,2,0,72700,1,13,3,6,0,1,1,1,2,0,0,72700,99999,0,0.5
302649,4,1,2,0,72700,2,9,4,6,0,1,1,1,2,0,0,72700,99999,0,0.5
302649,4,1,2,0,72700,1,5,3,6,0,1,1,1,2,0,0,72700,99999,0,0.5
302652,3,2,0,1200,72000,1,21,3,1,0,1,1,1,2,1,2,72000,0,40,0.5
302652,3,2,0,1200,72000,2,21,1,1,0,1,1,1,2,1,2,72000,0,40,0.5
302656,1,1,0,0,17800,2,63,2,4,0,1,1,1,2,3,1,17800,0,0,0.5
302658,4,1,0,0,8800,2,71,3,5,0,1,1,2,1,3,1,8800,0,0,0.5
302659,3,1,0,0,50000,2,55,3,4,0,1,1,1,2,1,2,50000,0,40,0.5
302662,0,1,0,0,48300,2,70,3,5,0,1,1,1,2,3,1,48300,0,0,0.5
302664,4,1,0,0,70960,1,75,2,1,0,1,1,1,2,1,2,70960,0,15,0.5
302664,4,1,0,0,70960,2,73,1,1,0,1,1,1,2,3,1,70960,0,0,0.5
302665,1,2,0,320,16000,2,74,1,4,0,1,1,1,2,3,1,16000,0,0,0.5
302666,0,1,0,0,29400,2,74,2,1,0,1,1,1,2,3,1,29400,0,0,0.5
302666,0,1,0,0,29400,1,77,1,1,0,1,1,1,2,3,1,29400,0,0,0.5
302669,0,1,0,0,44900,1,81,4,1,0,1,1,1,2,3,1,44900,0,0,0.5
302669,0,1,0,0,44900,2,81,2,1,0,1,1,1,2,3,1,44900,0,0,0.5
302669,0,1,0,0,44900,2,61,3,6,0,1,1,1,2,1,2,44900,0,40,0.5
302672,4,2,0,290,25000,2,67,2,4,0,1,1,1,2,3,1,25000,0,0,0.5
302674,3,2,0,800,21900,2,61,4,5,0,1,1,1,2,3,1,21900,0,0,0.5
302675,4,1,0,0,78000,1,47,1,4,0,1,1,2,1,1,2,43000,0,40,0.5
302675,4,1,0,0,78000,1,47,1,4,0,1,1,2,1,1,2,35000,0,40,0.5
302677,4,2,0,550,49000,2,27,2,6,0,1,1,1,2,1,2,30000,0,25,0.5
302677,4,2,0,550,49000,2,24,1,6,0,1,1,1,2,1,2,19000,0,35,0.5
302679,4,2,0,400,32200,1,57,4,2,0,1,1,2,1,3,1,32200,0,0,0.5
302680,2,1,0,0,62400,2,92,1,5,0,1,1,2,1,3,1,62400,0,0,0.5
302680,2,1,0,0,62400,2,64,1,4,0,1,1,2,1,1,2,62400,0,20,0.5
302680,2,1,0,0,62400,1,37,3,6,0,1,1,2,1,1,2,62400,0,60,0.5
302682,4,2,0,850,38000,2,27,4,6,0,1,1,1,2,1,2,38000,0,40,0.5
302684,1,1,0,0,53500,1,74,4,1,0,1,1,1,2,3,1,53500,0,0,0.5
302684,1,1,0,0,53500,2,72,3,1,0,1,1,1,2,3,1,53500,0,0,0.5
302685,0,2,0,500,20500,2,47,3,6,0,1,1,2,1,1,2,20500,0,40,0.5
302685,0,2,0,500,20500,1,13,1,6,0,1,1,2,1,0,0,20500,99999,0,0.5
302685,0,2,0,500,20500,1,14,1,6,0,1,1,2,1,0,0,20500,99999,0,0.5
302692,0,1,2,0,65000,2,43,3,1,0,1,1,1,2,1,2,65000,0,40,0.5
302692,0,1,2,0,65000,1,44,4,1,0,1,1,1,2,1,2,65000,0,40,0.5
302692,0,1,2,0,65000,2,13,3,6,0,1,1,1,2,0,0,65000,99999,0,0.5
302694,0,1,0,0,14400,2,92,2,5,0,1,1,1,2,3,1,14400,0,0,0.5
302695,3,2,0,1300,50000,2,29,3,6,0,1,1,1,2,1,2,50000,0,35,0.5
302696,3,2,0,0,25450,1,51,4,1,0,1,2,1,1,2,2,25450,0,20,0.5
302696,3,2,0,0,25450,2,41,3,1,4,1,1,1,2,2,2,25450,0,0,0.5
302696,3,2,0,0,25450,1,11,3,6,4,1,2,1,2,0,0,25450,99999,0,0.5
302698,0,2,0,40,9400,1,61,1,4,0,1,1,2,1,3,1,9400,0,0,0.5
302699,3,1,0,0,24000,1,84,4,1,0,1,1,1,2,3,1,24000,0,0,0.5
302699,3,1,0,0,24000,2,82,4,1,0,1,1,1,2,3,1,24000,0,0,0.5
302701,3,2,0,1200,67100,2,44,4,6,0,1,1,2,1,1,2,40500,0,40,0.5
302701,3,2,0,1200,67100,1,43,1,4,0,1,1,2,1,1,2,40500,0,32,0.5
302701,3,2,0,1200,67100,2,6,3,6,0,1,1,2,1,0,0,40500,99999,0,0.5
302702,4,2,0,250,1400,1,63,3,4,0,1,1,2,1,3,1,1400,0,0,0.5
302703,0,1,0,0,51000,1,71,3,6,0,1,1,1,2,3,1,51000,0,0,0.5
302704,4,2,0,1200,750,2,37,2,1,4,1,1,1,2,1,2,750,0,32,0.5
302704,4,2,0,1200,750,1,47,1,1,4,1,1,1,2,1,2,750,0,8,0.5
302704,4,2,0,1200,750,2,6,4,6,4,1,1,1,2,0,0,750,99999,0,0.5
302705,0,2,0,200,30200,2,38,3,6,0,1,1,2,1,1,2,30200,0,40,0.5
302705,0,2,0,200,30200,2,9,2,6,0,1,1,2,1,0,0,30200,99999,0,0.5
302706,0,1,0,0,10660,2,60,3,4,0,1,1,2,1,3,1,10660,0,0,0.5
302706,0,1,0,0,10660,1,37,3,3,0,1,1,2,1,2,2,10660,0,32,0.5
302707,0,1,0,0,23100,1,77,1,5,0,1,1,1,2,3,1,23100,0,40,0.5
302708,4,1,2,0,138000,2,32,2,6,0,1,1,1,2,1,2,48000,0,40,0.5
302709,3,1,2,0,66000,1,73,2,4,0,1,1,1,2,1,2,41000,0,33,0.5
302709,3,1,2,0,66000,1,61,3,4,0,1,1,1,2,1,2,25000,0,27,0.5
302710,3,1,2,0,62000,1,54,2,6,0,1,1,2,1,1,2,62000,0,40,0.5
302712,3,1,0,0,35400,2,69,4,4,0,1,1,2,1,3,1,35400,0,0,0.5
302712,3,1,0,0,35400,1,23,3,6,0,1,1,2,1,1,2,35400,0,40,0.5
302713,0,1,2,0,46900,2,70,3,1,0,1,1,1,2,3,1,46900,0,0,0.5
302713,0,1,2,0,46900,2,66,3,1,0,1,1,1,2,3,1,46900,0,0,0.5
302714,3,1,2,0,19100,2,64,2,4,0,1,1,1,2,3,1,19100,0,0,0.5
302716,4,1,2,0,40000,1,56,2,4,0,1,1,1,2,1,2,40000,0,40,0.5
302718,0,1,0,0,25000,2,42,4,1,0,1,1,1,2,3,1,25000,0,0,0.5
302718,0,1,0,0,25000,1,46,1,1,0,1,1,1,2,1,2,25000,0,50,0.5
302718,0,1,0,0,25000,2,17,3,6,0,1,1,1,2,3,1,25000,0,0,0.5
302719,3,1,0,0,20000,2,70,2,4,0,1,1,2,1,1,2,20000,0,40,0.5
302719,3,1,0,0,20000,1,7,4,6,0,1,1,2,1,0,0,20000,99999,0,0.5
302719,3,1,0,0,20000,2,2,3,6,0,1,1,2,1,0,0,20000,99999,0,0.5
302719,3,1,0,0,20000,1,0,2,6,0,1,1,2,1,0,0,20000,99999,0,0.5
302720,0,2,0,500,124000,1,57,4,4,0,1,1,1,1,1,2,50000,0,40,0.5
302720,0,2,0,500,124000,2,56,1,4,0,1,1,1,1,1,2,50000,0,40,0.5
302721,4,2,0,430,52700,2,32,2,1,2,1,1,1,2,1,2,52700,0,24,0.5
302721,4,2,0,430,52700,1,42,4,1,2,1,1,1,2,1,2,52700,0,50,0.5
302721,4,2,0,430,52700,2,15,3,6,2,1,1,1,2,0,0,52700,0,0,0.5
302721,4,2,0,430,52700,1,13,3,6,2,1,1,1,2,0,0,52700,99999,0,0.5
302721,4,2,0,430,52700,1,11,2,6,2,1,1,1,2,0,0,52700,99999,0,0.5
302722,3,1,2,0,42000,2,63,3,4,0,1,1,2,1,1,2,42000,0,40,0.5
302722,3,1,2,0,42000,1,58,2,6,0,1,1,2,1,3,1,42000,0,0,0.5
302723,0,1,0,0,60300,2,73,1,1,0,1,1,1,2,3,1,60300,0,0,0.5
302723,0,1,0,0,60300,1,78,3,1,0,1,1,1,2,1,2,60300,0,7,0.5
302725,4,1,0,0,17500,1,58,3,4,0,1,1,1,2,1,2,17500,0,55,0.5
302726,0,1,0,0,16820,2,92,1,1,0,1,1,1,2,3,1,16820,0,0,0.5
302726,0,1,0,0,16820,1,92,1,1,0,1,1,1,2,3,1,16820,0,0,0.5
302727,4,1,0,0,67500,2,78,3,1,0,1,1,1,2,3,1,67500,0,0,0.5
302727,4,1,0,0,67500,1,80,2,1,0,1,1,1,2,3,1,67500,0,0,0.5
302727,4,1,0,0,67500,1,58,3,4,0,1,1,1,2,1,2,67500,0,40,0.5
302727,4,1,0,0,67500,1,54,1,6,0,1,1,1,2,3,1,67500,0,0,0.5
302728,4,1,2,0,69900,1,66,2,1,0,1,1,2,1,1,2,69900,0,30,0.5
302728,4,1,2,0,69900,2,63,1,1,0,1,1,2,1,3,1,69900,0,0,0.5
302729,2,2,0,3600,147000,2,26,4,6,0,1,1,1,2,3,1,0,0,0,0.5
302729,2,2,0,3600,147000,2,26,1,6,0,1,1,1,2,1,2,30000,0,40,0.5
302731,0,1,0,0,31000,2,55,1,4,0,1,1,1,2,1,2,31000,0,40,0.5
302731,0,1,0,0,31000,2,29,3,3,0,1,1,1,2,1,2,31000,1000,20,0.5
302731,0,1,0,0,31000,2,10,1,6,0,1,1,1,2,0,0,31000,99999,0,0.5
302732,0,1,2,0,50000,2,49,3,1,0,1,1,1,2,1,2,50000,0,40,0.5
302732,0,1,2,0,50000,1,56,3,1,0,1,1,1,2,1,2,50000,0,60,0.5
302734,4,1,1,0,150200,1,31,4,6,0,1,1,2,1,1,2,54000,0,10,0.5
302734,4,1,1,0,150200,2,30,4,6,2,1,1,2,1,1,2,54000,0,40,0.5
302734,4,1,1,0,150200,1,27,2,6,0,1,1,2,1,1,2,54000,0,40,0.5
302738,1,1,0,0,54600,1,61,3,5,0,1,1,2,1,3,1,13000,0,0,0.5
302738,1,1,0,0,54600,2,49,2,5,0,1,1,2,1,1,2,13000,0,40,0.5
302739,2,1,0,0,660,2,84,4,4,0,1,1,2,1,3,1,660,660,0,0.5
302740,3,2,0,1200,57000,1,42,3,1,0,1,1,1,2,1,2,57000,0,40,0.5
302740,3,2,0,1200,57000,2,35,1,1,0,1,1,1,2,3,1,57000,0,0,0.5
302740,3,2,0,1200,57000,1,3,1,6,0,1,1,1,2,0,0,57000,99999,0,0.5
302740,3,2,0,1200,57000,1,1,4,6,0,1,1,1,2,0,0,57000,99999,0,0.5
302742,3,2,0,1300,98500,2,55,4,4,0,1,1,1,2,1,2,60000,0,40,0.5
302742,3,2,0,1300,98500,1,49,1,4,0,1,1,1,2,1,2,60000,0,40,0.5
302743,0,1,0,0,50000,2,61,3,6,0,1,1,2,1,1,2,50000,0,29,0.5
302743,0,1,0,0,50000,1,29,4,6,0,1,1,2,1,1,2,50000,0,50,0.5
302744,4,1,2,0,63370,2,75,1,4,0,1,1,1,2,3,1,63370,0,0,0.5
302745,0,2,0,700,45000,2,31,4,1,0,1,1,1,2,1,2,45000,0,40,0.5
302745,0,2,0,700,45000,1,27,4,1,0,1,1,1,2,1,2,45000,0,40,0.5
302745,0,2,0,700,45000,1,11,4,6,0,1,1,1,2,0,0,45000,99999,0,0.5
302745,0,2,0,700,45000,2,9,2,6,0,1,1,1,2,0,0,45000,99999,0,0.5
302745,0,2,0,700,45000,2,8,3,6,0,1,1,1,2,0,0,45000,99999,0,0.5
302745,0,2,0,700,45000,2,6,2,6,0,1,1,1,2,0,0,45000,99999,0,0.5
302745,0,2,0,700,45000,1,5,4,6,0,1,1,1,2,0,0,45000,99999,0,0.5
302748,3,1,1,0,12000,2,45,1,1,0,1,2,1,1,1,2,12000,0,30,0.5
302748,3,1,1,0,12000,1,60,2,1,0,1,2,1,1,3,1,12000,0,0,0.5
302748,3,1,1,0,12000,1,23,1,6,0,1,2,1,1,3,1,12000,0,0,0.5
302748,3,1,1,0,12000,2,11,1,6,0,1,2,1,1,0,0,12000,99999,0,0.5
302750,0,1,2,0,75500,2,41,1,4,0,1,1,1,2,1,2,38000,0,45,0.5
302750,0,1,2,0,75500,1,35,3,6,0,1,1,1,2,1,2,38000,0,50,0.5
302750,0,1,2,0,75500,1,15,4,6,0,1,1,1,2,0,0,38000,0,0,0.5
302750,0,1,2,0,75500,1,3,3,6,0,1,1,1,2,0,0,38000,99999,0,0.5
302751,0,1,2,0,52400,1,43,2,1,4,1,1,1,2,1,2,52400,0,40,0.5
302751,0,1,2,0,52400,2,45,3,1,4,1,1,1,2,1,2,52400,0,25,0.5
302751,0,1,2,0,52400,2,18,3,6,4,1,1,1,2,1,2,52400,0,30,0.5
302751,0,1,2,0,52400,1,17,1,6,4,1,1,1,2,1,2,52400,0,25,0.5
302751,0,1,2,0,52400,2,6,3,6,4,1,1,1,2,0,0,52400,99999,0,0.5
302752,4,2,0,350,51000,2,62,3,4,0,1,1,2,1,3,1,41200,0,0,0.5
302752,4,2,0,350,51000,2,31,2,2,0,1,1,2,1,3,1,41200,0,0,0.5
302752,4,2,0,350,51000,1,28,4,2,0,1,1,2,1,1,2,41200,0,40,0.5
302752,4,2,0,350,51000,1,48,1,4,0,1,1,2,1,3,1,9800,0,0,0.5
302753,2,1,0,0,58150,2,80,3,6,0,1,1,1,2,3,1,58150,0,0,0.5
302755,4,2,0,850,35000,1,64,2,6,0,1,1,1,2,1,2,35000,0,80,0.5
302758,3,2,0,860,35000,1,54,4,6,0,1,1,2,1,1,2,35000,0,32,0.5
302759,0,1,2,0,22500,2,85,3,5,0,1,2,1,1,3,1,22500,0,0,0.5
302759,0,1,2,0,22500,1,61,4,6,0,1,2,1,2,3,1,22500,0,0,0.5
302762,4,1,0,0,23000,1,83,4,3,0,1,1,1,2,3,1,23000,0,0,0.5
302763,0,1,1,0,0,1,53,2,1,0,1,1,1,2,2,2,0,0,0,0.5
302763,0,1,1,0,0,2,55,4,1,0,1,1,1,2,3,1,0,0,0,0.5
302766,0,1,0,0,28800,1,77,1,1,0,1,1,1,2,3,1,28800,0,0,0.5
302766,0,1,0,0,28800,2,74,4,1,0,1,1,1,2,3,1,28800,0,0,0.5
302772,1,2,0,120,12300,1,65,1,5,0,1,1,1,2,3,1,12300,0,0,0.5
302774,3,1,0,0,68000,2,59,4,1,0,1,1,1,2,3,1,68000,0,0,0.5
302774,3,1,0,0,68000,1,51,1,1,0,1,1,1,2,1,2,68000,0,40,0.5
302775,2,2,0,750,68800,2,48,4,5,0,1,1,2,1,2,2,68800,0,40,0.5
302775,2,2,0,750,68800,1,29,1,6,0,1,1,2,1,3,1,68800,0,0,0.5
302775,2,2,0,750,68800,2,26,4,6,0,1,1,2,1,3,1,68800,0,0,0.5
302775,2,2,0,750,68800,2,24,4,6,0,1,1,2,1,1,2,68800,0,40,0.5
302775,2,2,0,750,68800,2,0,3,6,0,1,1,2,1,0,0,68800,99999,0,0.5
302777,3,1,2,0,47500,2,64,1,4,0,1,1,2,1,3,1,47500,0,0,0.5
302778,0,1,1,0,22600,2,76,1,5,0,1,1,2,1,3,1,22600,0,0,0.5
302778,0,1,1,0,22600,1,55,2,6,0,1,1,2,1,3,1,22600,0,30,0.5
302778,0,1,1,0,22600,1,53,2,6,0,1,1,2,1,2,2,22600,0,0,0.5
302780,4,1,2,0,17000,2,60,1,1,0,1,1,2,1,3,1,17000,0,0,0.5
302780,4,1,2,0,17000,1,59,1,1,0,1,1,2,1,3,1,17000,0,0,0.5
302781,0,2,0,480,9100,2,71,3,4,0,1,1,1,2,3,1,9100,0,0,0.5
302782,4,1,2,0,39700,1,41,3,4,0,2,1,2,1,3,1,39700,0,30,0.5
302782,4,1,2,0,39700,1,21,4,6,0,2,1,2,1,3,1,39700,0,20,0.5
302782,4,1,2,0,39700,2,18,4,6,0,1,1,2,1,2,2,39700,0,12,0.5
302782,4,1,2,0,39700,2,44,3,4,0,1,1,2,1,1,2,39700,0,20,0.5
302784,0,2,0,1000,64000,2,58,1,4,0,1,1,1,2,1,2,64000,0,40,0.5
302784,0,2,0,1000,64000,2,21,2,6,0,1,1,1,2,1,2,64000,0,32,0.5
302785,4,2,0,770,28000,1,29,3,6,0,1,1,2,1,1,2,28000,0,40,0.5
302786,0,1,0,0,60000,1,45,4,1,0,1,1,1,2,3,1,60000,0,0,0.5
302786,0,1,0,0,60000,2,43,3,1,0,1,1,1,2,1,2,60000,0,45,0.5
302786,0,1,0,0,60000,1,12,3,6,0,1,1,1,2,0,0,60000,99999,0,0.5
302786,0,1,0,0,60000,2,8,2,6,0,1,1,1,2,0,0,60000,99999,0,0.5
302787,4,2,0,580,31000,2,57,2,5,0,1,1,2,1,1,2,31000,0,35,0.5
302788,0,1,2,0,25000,1,65,1,1,1,1,1,1,2,1,2,25000,0,40,0.5
302788,0,1,2,0,25000,2,73,4,1,0,1,1,1,2,3,1,25000,0,0,0.5
302789,0,1,0,0,61100,2,88,2,5,0,1,1,1,2,3,1,61100,0,0,0.5
302789,0,1,0,0,61100,2,66,2,4,0,1,1,1,2,1,2,61100,0,40,0.5
302790,0,1,0,0,26000,2,92,3,5,0,1,1,1,2,3,1,26000,0,0,0.5
302791,0,1,2,0,54000,2,31,4,1,0,1,1,1,2,1,2,54000,0,35,0.5
302791,0,1,2,0,54000,1,33,2,1,0,1,1,1,2,1,2,54000,0,35,0.5
302791,0,1,2,0,54000,1,13,1,6,0,1,1,1,2,0,0,54000,99999,0,0.5
302791,0,1,2,0,54000,2,11,1,6,0,1,1,1,2,0,0,54000,99999,0,0.5
302791,0,1,2,0,54000,2,5,4,6,0,1,1,1,2,0,0,54000,99999,0,0.5
302792,3,1,0,0,54200,2,74,3,1,0,1,1,2,1,3,1,54200,0,0,0.5
302792,3,1,0,0,54200,1,76,2,1,0,1,1,2,1,3,1,54200,0,0,0.5
302794,0,1,0,0,5000,1,64,1,6,0,2,1,1,2,3,1,5000,0,0,0.5
302797,0,2,0,700,48000,1,50,1,1,0,1,1,1,2,1,2,48000,0,45,0.5
302797,0,2,0,700,48000,2,47,3,1,0,1,1,1,2,3,1,48000,0,0,0.5
302798,3,2,0,0,0,2,77,3,5,0,1,2,1,1,3,1,0,0,0,0.5
302801,4,1,1,0,70400,1,66,4,1,0,1,1,1,2,3,1,70400,0,40,0.5
302801,4,1,1,0,70400,2,65,3,1,0,1,1,1,2,3,1,70400,0,0,0.5
302809,3,2,0,1200,75000,2,37,1,4,1,2,1,1,2,1,2,75000,0,40,0.5
302809,3,2,0,1200,75000,2,4,1,6,1,2,1,1,2,0,0,75000,99999,0,0.5
302811,0,1,1,0,44100,1,63,3,1,0,1,1,1,2,3,1,44100,0,0,0.5
302811,0,1,1,0,44100,2,62,3,1,0,1,1,1,2,3,1,44100,0,0,0.5
302813,0,2,0,740,35000,1,22,1,6,0,1,1,1,2,1,2,35000,0,40,0.5
302814,0,1,0,0,45410,2,77,1,1,0,1,1,1,2,3,1,45410,0,0,0.5
302814,0,1,0,0,45410,1,78,1,1,0,1,1,1,2,3,1,45410,0,0,0.5
302816,3,1,0,0,57900,1,53,2,1,0,1,1,1,2,1,2,57900,0,40,0.5
302816,3,1,0,0,57900,2,56,4,1,0,1,2,1,1,1,2,57900,0,50,0.5
302819,1,1,1,0,20800,1,65,3,5,0,1,1,2,1,3,1,20800,0,0,0.5
302820,4,1,2,0,54000,2,65,3,5,0,1,1,1,2,3,1,54000,0,0,0.5
302821,4,2,0,450,1300,2,28,4,6,0,1,1,2,1,1,2,1300,0,64,0.5
302821,4,2,0,450,1300,2,2,1,6,0,1,1,2,1,0,0,1300,99999,0,0.5
302822,3,2,0,1100,25000,1,24,3,6,0,1,1,2,1,3,1,25000,0,0,0.5
302823,3,1,0,0,45000,1,58,1,1,1,1,1,1,1,1,2,45000,0,8,0.5
302823,3,1,0,0,45000,2,56,3,1,1,2,1,1,1,3,1,45000,0,0,0.5
302824,4,2,0,840,19500,2,87,2,4,0,1,1,2,1,3,1,19500,0,0,0.5
302826,4,1,2,0,27400,1,58,4,6,0,1,1,1,2,1,2,27400,0,40,0.5
302828,0,1,0,0,16820,2,92,1,5,0,1,1,1,2,3,1,16820,0,0,0.5
302830,3,2,0,1100,104000,1,33,3,6,0,1,1,2,1,1,2,65000,0,99,0.5
302830,3,2,0,1100,104000,2,35,4,6,4,1,1,2,1,1,2,65000,0,99,0.5
302830,3,2,0,1100,104000,2,2,2,6,4,1,1,2,1,0,0,65000,99999,0,0.5
302830,3,2,0,1100,104000,1,13,1,6,4,1,1,2,1,0,0,65000,99999,0,0.5
302830,3,2,0,1100,104000,1,9,4,6,4,1,1,2,1,0,0,65000,99999,0,0.5
302831,0,1,0,0,119300,1,36,4,1,0,1,1,1,2,2,2,15300,0,40,0.5
302831,0,1,0,0,119300,2,32,3,1,0,1,1,1,2,3,1,15300,0,0,0.5
302831,0,1,0,0,119300,1,4,3,6,0,1,1,1,2,0,0,15300,99999,0,0.5
302831,0,1,0,0,119300,1,2,2,6,0,1,1,1,2,0,0,15300,99999,0,0.5
302831,0,1,0,0,119300,2,24,2,6,0,1,1,1,2,1,2,52000,0,40,0.5
302831,0,1,0,0,119300,1,23,2,6,0,1,1,1,2,1,2,26000,0,40,0.5
302831,0,1,0,0,119300,1,22,3,2,0,1,1,1,2,1,2,26000,0,40,0.5
302831,0,1,0,0,119300,2,9,1,6,0,1,1,1,2,0,0,52000,99999,0,0.5
302835,0,1,0,0,52100,1,73,3,4,0,1,1,1,2,3,1,52100,0,0,0.5
302836,4,1,1,0,24300,1,63,2,4,0,1,1,1,2,1,2,24300,0,30,0.5
302837,3,1,1,0,21200,1,70,3,1,0,1,1,1,2,3,1,21200,0,0,0.5
302837,3,1,1,0,21200,2,67,2,1,0,1,1,1,2,3,1,21200,0,0,0.5
302840,0,2,0,830,35000,2,40,1,6,0,1,1,1,2,1,2,35000,0,50,0.5
302842,0,1,0,0,29200,2,92,2,5,0,2,1,1,2,3,1,29200,0,0,0.5
302842,0,1,0,0,29200,2,73,1,4,0,2,1,1,2,3,1,29200,0,0,0.5
302842,0,1,0,0,29200,2,55,1,4,0,2,1,1,2,3,1,29200,0,0,0.5
302843,3,1,2,0,33000,2,53,3,3,0,1,2,1,1,1,2,33000,0,36,0.5
302843,3,1,2,0,33000,2,15,3,6,0,1,2,1,1,0,0,33000,0,0,0.5
302843,3,1,2,0,33000,2,70,3,4,0,1,2,1,1,3,1,33000,0,0,0.5
302844,3,2,0,1100,24300,1,41,3,1,4,2,1,1,1,1,2,24300,0,32,0.5
302844,3,2,0,1100,24300,2,43,1,1,4,2,1,1,1,3,1,24300,0,0,0.5
302844,3,2,0,1100,24300,2,18,4,6,4,2,1,1,1,1,2,24300,0,10,0.5
302844,3,2,0,1100,24300,2,17,1,6,4,2,1,1,1,3,1,24300,0,0,0.5
302844,3,2,0,1100,24300,1,11,4,6,4,2,1,1,1,0,0,24300,99999,0,0.5
302844,3,2,0,1100,24300,2,7,1,6,4,2,1,1,1,0,0,24300,99999,0,0.5
302844,3,2,0,1100,24300,1,5,1,6,4,2,1,1,1,0,0,24300,99999,0,0.5
302845,3,2,0,0,56000,1,61,1,1,0,1,1,1,2,1,2,56000,0,38,0.5
302845,3,2,0,0,56000,2,53,3,1,0,1,1,1,2,1,2,56000,0,40,0.5
302845,3,2,0,0,56000,2,11,1,6,0,1,1,1,2,0,0,56000,99999,0,0.5
302845,3,2,0,0,56000,1,8,2,6,0,1,1,1,2,0,0,56000,99999,0,0.5
302847,3,1,2,0,72000,2,61,4,4,0,1,1,1,2,1,2,72000,0,40,0.5
302847,3,1,2,0,72000,1,41,2,4,0,1,1,1,2,3,1,72000,0,0,0.5
302848,1,2,0,350,26000,2,35,3,1,1,1,1,1,1,1,2,26000,0,35,0.5
302848,1,2,0,350,26000,1,38,2,1,1,1,1,1,1,1,2,26000,0,40,0.5
302848,1,2,0,350,26000,1,14,1,6,1,1,1,1,1,0,0,26000,99999,0,0.5
302848,1,2,0,350,26000,1,13,2,6,1,1,1,1,1,0,0,26000,99999,0,0.5
302848,1,2,0,350,26000,2,8,3,6,1,1,1,1,1,0,0,26000,99999,0,0.5
302848,1,2,0,350,26000,2,4,3,6,1,1,1,1,1,0,0,26000,99999,0,0.5
302849,3,2,0,1100,19400,2,39,4,4,0,1,1,2,1,1,2,19400,0,20,0.5
302850,3,1,2,0,23200,1,64,1,1,0,1,1,2,1,1,2,23200,0,20,0.5
302850,3,1,2,0,23200,2,63,3,1,0,1,1,2,1,3,1,23200,0,0,0.5
302851,0,1,0,0,22280,1,41,2,1,0,1,1,1,2,1,2,22280,0,40,0.5
302851,0,1,0,0,22280,2,38,1,1,0,1,1,1,2,3,1,22280,0,0,0.5
302851,0,1,0,0,22280,2,14,1,6,0,1,1,1,2,0,0,22280,99999,0,0.5
302851,0,1,0,0,22280,1,10,3,6,0,1,1,1,2,0,0,22280,99999,0,0.5
302852,4,1,0,0,8200,2,69,1,5,0,1,1,1,2,2,2,0,0,0,0.5
302852,4,1,0,0,8200,1,60,3,4,0,1,1,1,2,2,2,8200,600,0,0.5
302853,4,1,1,0,60000,1,68,1,1,0,1,1,1,2,1,2,60000,0,10,0.5
302853,4,1,1,0,60000,2,48,4,1,0,1,1,1,2,3,1,60000,0,40,0.5
302853,4,1,1,0,60000,1,14,1,6,0,1,1,1,2,0,0,60000,99999,0,0.5
302857,3,2,0,0,21300,1,82,3,1,0,1,1,1,2,3,1,21300,0,0,0.5
302857,3,2,0,0,21300,2,81,4,1,0,1,1,1,2,3,1,21300,0,0,0.5
302859,2,2,0,1300,39000,2,27,4,6,0,1,1,2,1,1,2,39000,0,40,0.5
302862,3,1,0,0,64800,1,59,4,1,0,1,1,1,2,3,1,64800,0,0,0.5
302862,3,1,0,0,64800,2,80,1,1,0,1,1,1,2,3,1,64800,0,0,0.5
302863,0,2,0,850,57000,1,52,3,1,1,1,1,1,1,1,2,57000,0,40,0.5
302863,0,2,0,850,57000,2,50,3,1,1,1,1,1,1,1,2,57000,0,40,0.5
302863,0,2,0,850,57000,1,23,2,6,1,1,1,1,1,1,2,57000,0,40,0.5
302863,0,2,0,850,57000,1,19,4,6,1,1,1,1,1,3,1,57000,0,0,0.5
302864,2,1,2,0,60000,2,45,1,4,0,1,1,1,2,1,2,60000,0,40,0.5
302865,3,2,0,2100,122000,1,24,3,6,0,1,1,1,2,1,2,67000,0,40,0.5
302865,3,2,0,2100,122000,1,23,1,6,0,1,1,1,2,1,2,55000,0,45,0.5
302866,0,1,0,0,200,1,60,4,1,3,1,1,1,2,3,1,200,0,0,0.5
302866,0,1,0,0,200,2,63,4,1,4,1,1,1,2,3,1,200,0,0,0.5
302867,1,2,0,0,20900,1,67,3,6,0,1,1,1,2,3,1,20900,0,0,0.5
302868,4,1,0,0,68620,1,74,4,1,0,1,1,1,2,3,1,68620,0,0,0.5
302868,4,1,0,0,68620,2,77,2,1,0,1,1,1,2,3,1,68620,0,0,0.5
302868,4,1,0,0,68620,2,47,3,6,0,1,1,1,2,1,2,68620,0,45,0.5
302870,4,2,0,0,9600,1,45,1,4,4,1,1,1,2,1,2,9600,0,30,0.5
302870,4,2,0,0,9600,1,13,3,6,0,1,1,1,2,0,0,9600,99999,0,0.5
302870,4,2,0,0,9600,2,10,2,6,0,1,1,1,2,0,0,9600,99999,0,0.5
302872,0,1,0,0,23000,2,58,4,6,0,1,1,2,1,1,2,23000,0,8,0.5
